"","month","precip","mean_temp","min_temp","max_temp"
"27","2022-03",0.0613884408602151,12.604932705249,11.0485733512786,14.3698855989233
"28","2022-04",0.0851541666666667,14.9862100139082,13.935173852573,16.1866342141864
"29","2022-05",0.0340188172043011,18.8154576043069,18.5631090174966,19.1056796769852
"30","2022-06",0.0493643949930459,21.1165189873418,20.8938888888889,21.3461322081575
"31","2022-07",0.188706989247312,22.684931787176,22.5007912687585,22.8703410641201
"32","2022-08",0.0643655913978495,21.6738963660834,21.4714401076716,21.880666218035
"33","2022-09",0.0488555555555556,18.4608205841446,18.1886648122392,18.7926842837274
"34","2022-10",0.0261854838709677,12.9268970380818,12.4429478138223,13.5664809590973
"35","2022-11",0.0612083333333333,10.1370617110799,9.37484572230014,11.0888359046283
"36","2022-12",0.0808911290322581,5.95876579925651,5.51086988847584,6.47101115241636
"37","2023-01",0.103986559139785,7.11052419354839,6.58098790322581,7.74063172043011
"38","2023-02",0.106993303571429,10.0721577380952,9.35555803571429,10.9407961309524
"39","2023-03",0.0809805107526882,11.395068212824,10.2270190995907,12.7167871759891
"40","2023-04",0.0544722222222222,15.1699930020994,14.4433589923023,16.01088873338
"41","2023-05",0.0135262096774194,16.8142393509128,16.5604327248141,17.0914807302231
"42","2023-06",0.0695972222222222,19.1659103840683,18.9517709815078,19.3766714082504
"43","2023-07",0.00976881720430108,21.9574545454545,21.7583434343434,22.1510505050505
"44","2023-08",0.152179435483871,21.750564516129,21.5523991935484,21.9467069892473
"45","2023-09",0.012425,19.5210208333333,19.2449583333333,19.8572777777778
"46","2023-10",0.0337231182795699,14.8435945945946,14.4495202702703,15.3385405405405
"47","2023-11",0.0192861111111111,9.91690922190202,9.14496397694525,10.9526080691643
"48","2023-12",0.0710853494623656,6.68655241935484,6.24657258064516,7.19746639784946
"49","2024-01",0.0738165322580645,3.5100873655914,3.11592741935484,3.95613575268817
"50","2024-02",0,8.44891522988506,7.69314655172414,9.34862068965517
"51","2024-03",0.0645322580645161,12.5987298387097,11.5805846774194,13.713373655914
"52","2024-04",0.0638090277777778,15.9286736111111,15.1600555555556,16.8504444444444
"53","2024-05",0.138020161290323,18.3740928882438,18.1306095791001,18.6346298984035
"54","2024-06",0.0644972222222222,21.1853064066852,20.9296378830084,21.4447632311978
"55","2024-07",0.0334341397849462,22.7165990534145,22.4857674104124,22.9445638945233
"56","2024-08",0.0207190860215054,22.0032772543742,21.7364804845222,22.2734051144011
"57","2024-09",0.184193055555556,19.6526764500349,19.4036477987421,19.9364081062194
"58","2024-10",0.00492876344086021,15.6698922558923,15.206,16.2932592592593
"59","2024-11",0.0354395833333333,12.624375,11.8974513888889,13.5542222222222
"60","2024-12",0.0740033602150538,6.52432795698925,6.01760080645161,7.10538306451613
"61","2025-01",0.0419952956989247,1.05004704301075,0.58442876344086,1.57645833333333
"62","2025-02",0.123220238095238,7.93102678571429,7.12715773809524,8.85703125
"63","2025-03",0.0879811827956989,12.4629265003372,11.1298044504383,13.9754551584626
"64","2025-04",0.117461805555556,17.7614375,16.8738402777778,18.7875972222222
"65","2025-05",0.133605510752688,17.5830774410774,17.3407205387205,17.8409494949495
"66","2025-06",0.139763888888889,NA,NA,NA
"67","2025-07",0.160913306451613,23.2932392473118,23.088064516129,23.506814516129
"68","2025-08",0.0405,21.3721303763441,21.1816196236559,21.5738978494624
"69","2025-09",0.0722506944444444,19.1485625,18.9095069444444,19.4298888888889
"70","2025-10",0.0335127688172043,15.0334475806452,14.5952553763441,15.6007594086022
"71","2025-11",0.0178527777777778,NA,NA,NA
"72","2025-12",0.0325551075268817,NA,NA,NA
